   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   7.4929577e+01   1.6366197e+02   1.2422535e+02   0.0000000e+00   0.0000000e+00   1.1900000e+02   0.0000000e+00  -1.3729310e-01
   2.6791208e-11  -1.6904109e-19  -1.4135053e-20  -1.2619147e-08  -1.0552009e-09   7.4929577e+01   1.6366197e+02   1.2422535e+02   0.0000000e+00   0.0000000e+00   1.1900000e+02   1.2740038e-19  -1.3729310e-01
   5.3582416e-11  -6.7616436e-19  -5.6540213e-20  -2.5238293e-08  -2.1104018e-09   7.4929577e+01   1.6366197e+02   1.2422535e+02   0.0000000e+00   0.0000000e+00   1.1900000e+02   5.0960151e-19  -1.3729310e-01
   8.0373624e-11  -1.5213698e-18  -1.2721548e-19  -3.7857439e-08  -3.1656029e-09   7.4929577e+01   1.6366197e+02   1.2422535e+02   0.0000000e+00   0.0000000e+00   1.1900000e+02   1.1466034e-18  -1.3729310e-01
   1.0716483e-10  -2.7046574e-18  -2.2616086e-19  -5.0476585e-08  -4.2208040e-09   7.4929577e+01   1.6366197e+02   1.2422535e+02   0.0000000e+00   0.0000000e+00   1.1900000e+02   2.0384059e-18  -1.3729310e-01
   2.4112087e-10  -1.3692328e-17  -1.1449395e-18  -1.1357231e-07  -9.4968108e-09   7.4929577e+01   1.6366197e+02   1.2422535e+02   0.0000000e+00   0.0000000e+00   1.1900000e+02   1.0319429e-17  -1.3729310e-01
   3.7507691e-10  -3.3132050e-17  -2.7704713e-18  -1.7666802e-07  -1.4772820e-08   7.4929577e+01   1.6366197e+02   1.2422535e+02   0.0000000e+00   0.0000000e+00   1.1900000e+02   2.4970466e-17  -1.3729310e-01
   5.0903295e-10  -6.1023825e-17  -5.1027564e-18  -2.3976373e-07  -2.0048830e-08   7.4929577e+01   1.6366197e+02   1.2422535e+02   0.0000000e+00   0.0000000e+00   1.1900000e+02   4.5991516e-17  -1.3729310e-01
   6.4298899e-10  -9.7367649e-17  -8.1417952e-18  -3.0285943e-07  -2.5324843e-08   7.4929577e+01   1.6366197e+02   1.2422535e+02   0.0000000e+00   0.0000000e+00   1.1900000e+02   7.3382575e-17  -1.3729310e-01
   1.3127692e-09  -4.0586749e-16  -3.3938304e-17  -6.1833780e-07  -5.1704938e-08   7.4929577e+01   1.6366197e+02   1.2422535e+02   0.0000000e+00   0.0000000e+00   1.1900000e+02   3.0588793e-16  -1.3729310e-01
   1.9825494e-09  -9.2566842e-16  -7.7403694e-17  -9.3381595e-07  -7.8085084e-08   7.4929577e+01   1.6366197e+02   1.2422535e+02   0.0000000e+00   0.0000000e+00   1.1900000e+02   6.9764316e-16  -1.3729310e-01
