   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   7.4929577e+01   1.6366197e+02   1.2422535e+02   0.0000000e+00   0.0000000e+00   1.1900000e+02   0.0000000e+00  -1.3729310e-01
   1.2265854e-11  -7.7392309e-20  -2.9628417e-21  -1.2619147e-08  -4.8310402e-10   7.4929577e+01   1.6366197e+02   1.2422535e+02   0.0000000e+00   0.0000000e+00   1.1900000e+02   1.2681660e-19  -1.3729310e-01
   2.4531708e-11  -3.0956924e-19  -1.1851367e-20  -2.5238295e-08  -9.6620808e-10   7.4929577e+01   1.6366197e+02   1.2422535e+02   0.0000000e+00   0.0000000e+00   1.1900000e+02   5.0726641e-19  -1.3729310e-01
   3.6797563e-11  -6.9653079e-19  -2.6665577e-20  -3.7857442e-08  -1.4493122e-09   7.4929577e+01   1.6366197e+02   1.2422535e+02   0.0000000e+00   0.0000000e+00   1.1900000e+02   1.1413495e-18  -1.3729310e-01
   4.9063417e-11  -1.2382770e-18  -4.7405471e-20  -5.0476590e-08  -1.9324163e-09   7.4929577e+01   1.6366197e+02   1.2422535e+02   0.0000000e+00   0.0000000e+00   1.1900000e+02   2.0290658e-18  -1.3729310e-01
   1.1039269e-10  -6.2687775e-18  -2.3999023e-19  -1.1357234e-07  -4.3479377e-09   7.4929577e+01   1.6366197e+02   1.2422535e+02   0.0000000e+00   0.0000000e+00   1.1900000e+02   1.0272147e-17  -1.3729310e-01
   1.7172196e-10  -1.5168894e-17  -5.8071719e-19  -1.7666809e-07  -6.7634602e-09   7.4929577e+01   1.6366197e+02   1.2422535e+02   0.0000000e+00   0.0000000e+00   1.1900000e+02   2.4856063e-17  -1.3729310e-01
   2.3305123e-10  -2.7938628e-17  -1.0695864e-18  -2.3976386e-07  -9.1789837e-09   7.4929577e+01   1.6366197e+02   1.2422535e+02   0.0000000e+00   0.0000000e+00   1.1900000e+02   4.5780817e-17  -1.3729310e-01
   2.9438050e-10  -4.4577980e-17  -1.7065980e-18  -3.0285963e-07  -1.1594508e-08   7.4929577e+01   1.6366197e+02   1.2422535e+02   0.0000000e+00   0.0000000e+00   1.1900000e+02   7.3046411e-17  -1.3729310e-01
   6.0102686e-10  -1.8581902e-16  -7.1137930e-18  -6.1833864e-07  -2.3672148e-08   7.4929577e+01   1.6366197e+02   1.2422535e+02   0.0000000e+00   0.0000000e+00   1.1900000e+02   3.0448708e-16  -1.3729310e-01
