   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   7.4929577e+01   1.6366197e+02   1.2422535e+02   0.0000000e+00   0.0000000e+00   1.1900000e+02   0.0000000e+00  -1.3729310e-01
   2.8968926e-19   1.3325715e-27  -1.8278156e-27   9.2000063e-09  -1.2619147e-08   7.4929577e+01   1.6366197e+02   1.2422535e+02   0.0000000e+00   0.0000000e+00   1.1900000e+02   1.7295651e-19  -1.3729310e-01
   5.7937851e-19   5.3302860e-27  -7.3112626e-27   1.8400013e-08  -2.5238294e-08   7.4929577e+01   1.6366197e+02   1.2422535e+02   0.0000000e+00   0.0000000e+00   1.1900000e+02   6.9182602e-19  -1.3729310e-01
   8.6906777e-19   1.1993143e-26  -1.6450341e-26   2.7600019e-08  -3.7857441e-08   7.4929577e+01   1.6366197e+02   1.2422535e+02   0.0000000e+00   0.0000000e+00   1.1900000e+02   1.5566085e-18  -1.3729310e-01
   1.1587570e-18   2.1321144e-26  -2.9245050e-26   3.6800025e-08  -5.0476588e-08   7.4929577e+01   1.6366197e+02   1.2422535e+02   0.0000000e+00   0.0000000e+00   1.1900000e+02   2.7673041e-18  -1.3729310e-01
   2.6072033e-18   1.0793829e-25  -1.4805307e-25   8.2800057e-08  -1.1357232e-07   7.4929577e+01   1.6366197e+02   1.2422535e+02   0.0000000e+00   0.0000000e+00   1.1900000e+02   1.4009477e-17  -1.3729310e-01
   4.0556496e-18   2.6118401e-25  -3.5825187e-25   1.2880009e-07  -1.7666806e-07   7.4929577e+01   1.6366197e+02   1.2422535e+02   0.0000000e+00   0.0000000e+00   1.1900000e+02   3.3899475e-17  -1.3729310e-01
   5.5040959e-18   4.8105831e-25  -6.5984145e-25   1.7480012e-07  -2.3976379e-07   7.4929577e+01   1.6366197e+02   1.2422535e+02   0.0000000e+00   0.0000000e+00   1.1900000e+02   6.2437298e-17  -1.3729310e-01
   6.9525421e-18   7.6756118e-25  -1.0528218e-24   2.2080015e-07  -3.0285953e-07   7.4929577e+01   1.6366197e+02   1.2422535e+02   0.0000000e+00   0.0000000e+00   1.1900000e+02   9.9622947e-17  -1.3729310e-01
   1.4194774e-17   3.1995042e-24  -4.3885853e-24   4.5080031e-07  -6.1833820e-07   7.4929577e+01   1.6366197e+02   1.2422535e+02   0.0000000e+00   0.0000000e+00   1.1900000e+02   4.1526857e-16  -1.3729310e-01
   2.1437005e-17   7.2971615e-24  -1.0009118e-23   6.8080047e-07  -9.3381687e-07   7.4929577e+01   1.6366197e+02   1.2422535e+02   0.0000000e+00   0.0000000e+00   1.1900000e+02   9.4710982e-16  -1.3729310e-01
   2.8679236e-17   1.3060533e-23  -1.7914421e-23   9.1080063e-07  -1.2492955e-06   7.4929577e+01   1.6366197e+02   1.2422535e+02   0.0000000e+00   0.0000000e+00   1.1900000e+02   1.6951467e-15  -1.3729310e-01
   3.5921468e-17   2.0489619e-23  -2.8104493e-23   1.1408008e-06  -1.5647742e-06   7.4929577e+01   1.6366197e+02   1.2422535e+02   0.0000000e+00   0.0000000e+00   1.1900000e+02   2.6593792e-15  -1.3729310e-01
   7.2132625e-17   8.2620765e-23  -1.1332640e-22   2.2908016e-06  -3.1421676e-06   7.4929577e+01   1.6366197e+02   1.2422535e+02   0.0000000e+00   0.0000000e+00   1.1900000e+02   1.0723476e-14  -1.3729310e-01
